id,pm25,timestamp,Location
138,58,2025-04-16 13:21:36,"36.112146, 43.953925"
139,40,2025-04-16 19:02:23,"36.213724, 43.988080"
140,59,2025-04-16 19:21:36,"36.112146, 43.953925"
141,40,2025-04-17 01:02:23,"36.213724, 43.988080"
142,59,2025-04-17 01:21:37,"36.112146, 43.953925"
143,40,2025-04-17 07:02:24,"36.213724, 43.988080"
144,59,2025-04-17 07:21:39,"36.112146, 43.953925"
145,40,2025-04-17 13:02:25,"36.213724, 43.988080"
146,59,2025-04-17 13:21:40,"36.112146, 43.953925"
147,40,2025-04-17 19:02:25,"36.213724, 43.988080"
148,60,2025-04-17 19:21:41,"36.112146, 43.953925"
149,40,2025-04-18 01:02:26,"36.213724, 43.988080"
150,60,2025-04-18 01:21:43,"36.112146, 43.953925"
151,40,2025-04-18 07:02:27,"36.213724, 43.988080"
152,61,2025-04-18 07:21:44,"36.112146, 43.953925"
153,40,2025-04-18 13:02:27,"36.213724, 43.988080"
154,61,2025-04-18 13:21:44,"36.112146, 43.953925"
155,40,2025-04-18 19:02:28,"36.213724, 43.988080"
156,62,2025-04-18 19:21:46,"36.112146, 43.953925"
157,40,2025-04-19 01:02:29,"36.213724, 43.988080"
158,63,2025-04-19 01:21:48,"36.112146, 43.953925"
159,40,2025-04-19 07:02:29,"36.213724, 43.988080"
160,63,2025-04-19 07:21:48,"36.112146, 43.953925"
161,64,2025-04-19 13:21:49,"36.112146, 43.953925"
162,64,2025-04-19 19:21:50,"36.112146, 43.953925"
163,65,2025-04-20 01:21:51,"36.112146, 43.953925"
164,65,2025-04-20 07:21:52,"36.112146, 43.953925"
165,65,2025-04-20 13:21:52,"36.112146, 43.953925"
166,65,2025-04-20 19:21:53,"36.112146, 43.953925"
167,64,2025-04-21 01:21:55,"36.112146, 43.953925"
168,64,2025-04-21 07:21:56,"36.112146, 43.953925"
169,64,2025-04-21 13:21:56,"36.112146, 43.953925"
170,63,2025-04-21 19:21:57,"36.112146, 43.953925"
556,56,2025-04-22 00:32:15,"36.213724, 43.988080"
557,63,2025-04-22 01:21:58,"36.112146, 43.953925"
558,56,2025-04-22 06:32:15,"36.213724, 43.988080"
559,63,2025-04-22 07:21:59,"36.112146, 43.953925"
560,56,2025-04-22 12:32:16,"36.213724, 43.988080"
561,62,2025-04-22 13:21:59,"36.112146, 43.953925"
562,62,2025-04-22 19:22:00,"36.112146, 43.953925"
563,45,2025-04-22 19:33:53,"36.213724, 43.988080"
564,62,2025-04-23 01:22:01,"36.112146, 43.953925"
565,44,2025-04-23 01:33:53,"36.213724, 43.988080"
566,61,2025-04-23 07:22:02,"36.112146, 43.953925"
567,44,2025-04-23 07:33:54,"36.213724, 43.988080"
568,62,2025-04-23 13:22:03,"36.112146, 43.953925"
569,44,2025-04-23 13:33:54,"36.213724, 43.988080"
570,62,2025-04-23 19:22:03,"36.112146, 43.953925"
571,44,2025-04-23 19:33:55,"36.213724, 43.988080"
572,62,2025-04-24 01:22:05,"36.112146, 43.953925"
573,44,2025-04-24 01:33:55,"36.213724, 43.988080"
574,62,2025-04-24 07:22:05,"36.112146, 43.953925"
575,44,2025-04-24 07:33:56,"36.213724, 43.988080"
576,62,2025-04-24 13:22:06,"36.112146, 43.953925"
577,44,2025-04-24 13:33:56,"36.213724, 43.988080"
578,62,2025-04-24 19:22:06,"36.112146, 43.953925"
579,44,2025-04-24 19:33:57,"36.213724, 43.988080"
580,61,2025-04-25 01:22:07,"36.112146, 43.953925"
581,44,2025-04-25 01:33:57,"36.213724, 43.988080"
582,61,2025-04-25 07:22:08,"36.112146, 43.953925"
583,43,2025-04-25 07:33:58,"36.213724, 43.988080"
584,61,2025-04-25 13:22:08,"36.112146, 43.953925"
585,43,2025-04-25 13:33:58,"36.213724, 43.988080"
586,60,2025-04-25 19:22:10,"36.112146, 43.953925"
587,43,2025-04-25 19:33:59,"36.213724, 43.988080"
588,60,2025-04-26 01:22:11,"36.112146, 43.953925"
589,42,2025-04-26 01:33:59,"36.213724, 43.988080"
590,60,2025-04-26 07:22:13,"36.112146, 43.953925"
591,42,2025-04-26 07:34:00,"36.213724, 43.988080"
592,60,2025-04-26 13:22:14,"36.112146, 43.953925"
593,41,2025-04-26 13:34:00,"36.213724, 43.988080"
594,60,2025-04-26 19:22:15,"36.112146, 43.953925"
595,40,2025-04-26 19:34:01,"36.213724, 43.988080"
596,59,2025-04-27 01:22:16,"36.112146, 43.953925"
597,40,2025-04-27 01:34:01,"36.213724, 43.988080"
598,59,2025-04-27 07:22:17,"36.112146, 43.953925"
599,39,2025-04-27 07:34:02,"36.213724, 43.988080"
600,58,2025-04-27 13:22:17,"36.112146, 43.953925"
601,40,2025-04-27 13:34:03,"36.213724, 43.988080"
602,58,2025-04-27 19:22:18,"36.112146, 43.953925"
603,40,2025-04-27 19:34:03,"36.213724, 43.988080"
604,58,2025-04-28 01:22:19,"36.112146, 43.953925"
605,40,2025-04-28 01:34:04,"36.213724, 43.988080"
606,58,2025-04-28 07:22:20,"36.112146, 43.953925"
607,40,2025-04-28 07:34:04,"36.213724, 43.988080"
608,58,2025-04-28 13:22:21,"36.112146, 43.953925"
609,39,2025-04-28 13:34:05,"36.213724, 43.988080"
610,58,2025-04-28 19:22:21,"36.112146, 43.953925"
611,39,2025-04-28 19:34:05,"36.213724, 43.988080"
612,58,2025-04-29 01:22:22,"36.112146, 43.953925"
613,39,2025-04-29 01:34:05,"36.213724, 43.988080"
614,58,2025-04-29 07:22:23,"36.112146, 43.953925"
615,39,2025-04-29 07:34:06,"36.213724, 43.988080"
616,58,2025-04-29 13:22:24,"36.112146, 43.953925"
617,39,2025-04-29 13:34:07,"36.213724, 43.988080"
618,58,2025-04-29 19:22:26,"36.112146, 43.953925"
619,38,2025-04-29 19:34:08,"36.213724, 43.988080"
620,59,2025-04-30 01:22:28,"36.112146, 43.953925"
621,38,2025-04-30 01:34:09,"36.213724, 43.988080"
622,59,2025-04-30 07:22:29,"36.112146, 43.953925"
623,38,2025-04-30 07:34:10,"36.213724, 43.988080"
624,58,2025-04-30 13:22:30,"36.112146, 43.953925"
625,38,2025-04-30 13:34:10,"36.213724, 43.988080"
626,58,2025-04-30 19:22:30,"36.112146, 43.953925"
627,38,2025-04-30 19:34:11,"36.213724, 43.988080"
628,58,2025-05-01 01:22:31,"36.112146, 43.953925"
629,38,2025-05-01 01:34:11,"36.213724, 43.988080"
630,58,2025-05-01 07:22:32,"36.112146, 43.953925"
631,37,2025-05-01 07:34:12,"36.213724, 43.988080"
632,58,2025-05-01 13:22:32,"36.112146, 43.953925"
633,36,2025-05-01 13:34:12,"36.213724, 43.988080"
634,58,2025-05-01 19:22:34,"36.112146, 43.953925"
635,36,2025-05-01 19:34:13,"36.213724, 43.988080"
636,58,2025-05-02 01:22:34,"36.112146, 43.953925"
637,36,2025-05-02 01:34:13,"36.213724, 43.988080"
638,58,2025-05-02 07:22:35,"36.112146, 43.953925"
639,36,2025-05-02 07:34:14,"36.213724, 43.988080"
640,59,2025-05-02 13:22:36,"36.112146, 43.953925"
641,36,2025-05-02 13:34:15,"36.213724, 43.988080"
642,59,2025-05-02 19:22:36,"36.112146, 43.953925"
643,37,2025-05-02 19:34:15,"36.213724, 43.988080"
644,59,2025-05-03 01:22:36,"36.112146, 43.953925"
645,37,2025-05-03 01:34:15,"36.213724, 43.988080"
646,59,2025-05-03 07:22:37,"36.112146, 43.953925"
647,37,2025-05-03 07:34:16,"36.213724, 43.988080"
648,59,2025-05-03 13:22:38,"36.112146, 43.953925"
649,37,2025-05-03 13:34:17,"36.213724, 43.988080"
650,60,2025-05-03 19:22:38,"36.112146, 43.953925"
651,37,2025-05-03 19:34:17,"36.213724, 43.988080"
652,60,2025-05-04 01:22:39,"36.112146, 43.953925"
653,37,2025-05-04 01:34:18,"36.213724, 43.988080"
654,60,2025-05-04 07:22:40,"36.112146, 43.953925"
655,37,2025-05-04 07:34:18,"36.213724, 43.988080"
656,60,2025-05-04 13:22:40,"36.112146, 43.953925"
657,37,2025-05-04 13:34:19,"36.213724, 43.988080"
658,61,2025-05-04 19:22:41,"36.112146, 43.953925"
659,37,2025-05-04 19:34:19,"36.213724, 43.988080"
660,61,2025-05-05 01:22:42,"36.112146, 43.953925"
661,37,2025-05-05 01:34:20,"36.213724, 43.988080"
662,61,2025-05-05 07:22:42,"36.112146, 43.953925"
663,37,2025-05-05 07:34:20,"36.213724, 43.988080"
664,61,2025-05-05 13:22:43,"36.112146, 43.953925"
665,37,2025-05-05 13:34:21,"36.213724, 43.988080"
666,61,2025-05-05 19:22:44,"36.112146, 43.953925"
667,37,2025-05-05 19:34:21,"36.213724, 43.988080"
668,61,2025-05-06 01:22:44,"36.112146, 43.953925"
669,38,2025-05-06 01:34:22,"36.213724, 43.988080"
670,63,2025-05-06 07:22:45,"36.112146, 43.953925"
671,38,2025-05-06 07:34:22,"36.213724, 43.988080"
672,63,2025-05-06 13:22:46,"36.112146, 43.953925"
673,38,2025-05-06 13:34:23,"36.213724, 43.988080"
674,38,2025-05-06 19:34:23,"36.213724, 43.988080"
675,61,2025-05-06 20:37:12,"36.112146, 43.953925"
676,38,2025-05-07 01:34:43,"36.213724, 43.988080"
677,62,2025-05-07 02:37:32,"36.112146, 43.953925"
678,39,2025-05-07 07:34:44,"36.213724, 43.988080"
679,62,2025-05-07 08:37:33,"36.112146, 43.953925"
680,39,2025-05-07 13:34:45,"36.213724, 43.988080"
681,62,2025-05-07 14:37:34,"36.112146, 43.953925"
682,39,2025-05-07 19:34:46,"36.213724, 43.988080"
683,62,2025-05-07 20:37:35,"36.112146, 43.953925"
684,40,2025-05-08 01:34:47,"36.213724, 43.988080"
685,62,2025-05-08 02:37:36,"36.112146, 43.953925"
686,40,2025-05-08 07:34:47,"36.213724, 43.988080"
687,62,2025-05-08 08:37:36,"36.112146, 43.953925"
688,40,2025-05-08 13:34:48,"36.213724, 43.988080"
689,62,2025-05-08 14:37:37,"36.112146, 43.953925"
690,41,2025-05-08 19:34:49,"36.213724, 43.988080"
691,62,2025-05-08 20:37:38,"36.112146, 43.953925"
692,41,2025-05-09 01:34:49,"36.213724, 43.988080"
693,63,2025-05-09 02:37:40,"36.112146, 43.953925"
694,41,2025-05-09 07:34:50,"36.213724, 43.988080"
695,63,2025-05-09 08:37:40,"36.112146, 43.953925"
696,42,2025-05-09 13:34:50,"36.213724, 43.988080"
697,63,2025-05-09 14:37:42,"36.112146, 43.953925"
698,42,2025-05-09 19:34:51,"36.213724, 43.988080"
699,63,2025-05-09 20:37:43,"36.112146, 43.953925"
700,42,2025-05-10 01:34:52,"36.213724, 43.988080"
701,63,2025-05-10 02:37:44,"36.112146, 43.953925"
702,42,2025-05-10 07:34:52,"36.213724, 43.988080"
703,63,2025-05-10 08:37:45,"36.112146, 43.953925"
704,42,2025-05-10 13:34:53,"36.213724, 43.988080"
705,62,2025-05-10 14:37:46,"36.112146, 43.953925"
706,42,2025-05-10 19:34:53,"36.213724, 43.988080"
707,42,2025-05-11 01:34:54,"36.213724, 43.988080"
708,42,2025-05-11 07:34:54,"36.213724, 43.988080"
996,30,2025-05-20 23:15:00,"36.112146, 43.953925"
1000,4,2025-05-21 07:07:40,"36.213724, 43.988080"
711,41,2025-05-11 18:03:48,"36.213724, 43.988080"
712,41,2025-05-12 00:03:49,"36.213724, 43.988080"
713,41,2025-05-12 06:03:49,"36.213724, 43.988080"
714,41,2025-05-12 12:03:50,"36.213724, 43.988080"
715,41,2025-05-12 18:03:51,"36.213724, 43.988080"
716,31,2025-05-12 23:14:26,"36.112146, 43.953925"
717,41,2025-05-13 00:03:52,"36.213724, 43.988080"
718,31,2025-05-13 05:14:28,"36.112146, 43.953925"
719,40,2025-05-13 06:03:52,"36.213724, 43.988080"
720,32,2025-05-13 11:14:29,"36.112146, 43.953925"
721,40,2025-05-13 12:03:52,"36.213724, 43.988080"
722,32,2025-05-13 17:14:30,"36.112146, 43.953925"
723,40,2025-05-13 18:03:53,"36.213724, 43.988080"
724,32,2025-05-13 23:14:31,"36.112146, 43.953925"
725,39,2025-05-14 00:03:54,"36.213724, 43.988080"
726,32,2025-05-14 05:14:32,"36.112146, 43.953925"
727,39,2025-05-14 06:03:54,"36.213724, 43.988080"
728,32,2025-05-14 11:14:33,"36.112146, 43.953925"
729,39,2025-05-14 12:03:55,"36.213724, 43.988080"
730,32,2025-05-14 17:14:34,"36.112146, 43.953925"
731,39,2025-05-14 18:03:56,"36.213724, 43.988080"
732,32,2025-05-14 23:14:35,"36.112146, 43.953925"
733,39,2025-05-15 00:03:56,"36.213724, 43.988080"
734,32,2025-05-15 05:14:36,"36.112146, 43.953925"
735,39,2025-05-15 06:03:57,"36.213724, 43.988080"
736,32,2025-05-15 11:14:37,"36.112146, 43.953925"
737,39,2025-05-15 12:03:58,"36.213724, 43.988080"
738,31,2025-05-15 17:14:39,"36.112146, 43.953925"
739,39,2025-05-15 18:03:58,"36.213724, 43.988080"
740,31,2025-05-15 23:14:39,"36.112146, 43.953925"
741,39,2025-05-16 00:03:59,"36.213724, 43.988080"
742,31,2025-05-16 05:14:41,"36.112146, 43.953925"
743,39,2025-05-16 06:04:00,"36.213724, 43.988080"
744,31,2025-05-16 11:14:41,"36.112146, 43.953925"
745,39,2025-05-16 12:04:00,"36.213724, 43.988080"
746,31,2025-05-16 17:14:42,"36.112146, 43.953925"
747,39,2025-05-16 18:04:01,"36.213724, 43.988080"
748,31,2025-05-16 23:14:43,"36.112146, 43.953925"
749,39,2025-05-17 00:04:02,"36.213724, 43.988080"
750,31,2025-05-17 05:14:44,"36.112146, 43.953925"
751,39,2025-05-17 06:04:02,"36.213724, 43.988080"
752,31,2025-05-17 11:14:45,"36.112146, 43.953925"
753,39,2025-05-17 12:04:03,"36.213724, 43.988080"
754,31,2025-05-17 17:14:46,"36.112146, 43.953925"
755,40,2025-05-17 18:04:04,"36.213724, 43.988080"
756,31,2025-05-17 23:14:48,"36.112146, 43.953925"
757,40,2025-05-18 00:04:04,"36.213724, 43.988080"
758,31,2025-05-18 05:14:50,"36.112146, 43.953925"
759,40,2025-05-18 06:04:05,"36.213724, 43.988080"
760,31,2025-05-18 11:14:50,"36.112146, 43.953925"
761,40,2025-05-18 12:04:06,"36.213724, 43.988080"
762,31,2025-05-18 17:14:51,"36.112146, 43.953925"
763,40,2025-05-18 18:04:06,"36.213724, 43.988080"
764,31,2025-05-18 23:14:52,"36.112146, 43.953925"
765,40,2025-05-19 00:04:07,"36.213724, 43.988080"
766,30,2025-05-19 05:14:53,"36.112146, 43.953925"
767,40,2025-05-19 06:04:07,"36.213724, 43.988080"
768,30,2025-05-19 11:14:54,"36.112146, 43.953925"
769,40,2025-05-19 12:04:08,"36.213724, 43.988080"
770,30,2025-05-19 17:14:55,"36.112146, 43.953925"
771,40,2025-05-19 18:04:09,"36.213724, 43.988080"
773,4,2025-05-19 19:48:27,"36.213724, 43.988080"
774,4,2025-05-19 22:48:27,"36.213724, 43.988080"
775,30,2025-05-19 23:14:56,"36.112146, 43.953925"
776,4,2025-05-20 01:48:28,"36.213724, 43.988080"
777,4,2025-05-20 04:48:29,"36.213724, 43.988080"
778,30,2025-05-20 05:14:56,"36.112146, 43.953925"
779,3,2025-05-20 07:48:29,"36.213724, 43.988080"
780,3,2025-05-20 10:48:30,"36.213724, 43.988080"
781,30,2025-05-20 11:14:57,"36.112146, 43.953925"
782,3,2025-05-20 13:48:31,"36.213724, 43.988080"
783,3,2025-05-20 16:48:31,"36.213724, 43.988080"
784,30,2025-05-20 17:14:58,"36.112146, 43.953925"
785,3,2025-05-20 19:48:32,"36.213724, 43.988080"
997,4,2025-05-21 01:07:39,"36.213724, 43.988080"
1001,5,2025-05-21 10:07:41,"36.213724, 43.988080"
1004,5,2025-05-21 16:07:42,"36.213724, 43.988080"
1007,4,2025-05-21 22:07:44,"36.213724, 43.988080"
1028,78,2025-05-22 02:53:18,"36.112146, 43.953925"
1031,4,2025-05-22 07:07:45,"36.213724, 43.988080"
1034,79,2025-05-22 11:53:20,"36.112146, 43.953925"
1037,3,2025-05-22 16:07:47,"36.213724, 43.988080"
1040,79,2025-05-22 20:53:22,"36.112146, 43.953925"
1043,3,2025-05-23 01:07:49,"36.213724, 43.988080"
1046,78,2025-05-23 05:53:23,"36.112146, 43.953925"
1049,3,2025-05-23 10:07:51,"36.213724, 43.988080"
1052,78,2025-05-23 14:53:26,"36.112146, 43.953925"
1055,3,2025-05-23 19:07:53,"36.213724, 43.988080"
998,4,2025-05-21 04:07:39,"36.213724, 43.988080"
1002,30,2025-05-21 11:15:01,"36.112146, 43.953925"
1005,30,2025-05-21 17:15:02,"36.112146, 43.953925"
1029,4,2025-05-22 04:07:45,"36.213724, 43.988080"
1032,78,2025-05-22 08:53:19,"36.112146, 43.953925"
1035,4,2025-05-22 13:07:46,"36.213724, 43.988080"
1038,79,2025-05-22 17:53:21,"36.112146, 43.953925"
1041,3,2025-05-22 22:07:48,"36.213724, 43.988080"
1044,78,2025-05-23 02:53:23,"36.112146, 43.953925"
1047,3,2025-05-23 07:07:50,"36.213724, 43.988080"
1050,78,2025-05-23 11:53:25,"36.112146, 43.953925"
1053,3,2025-05-23 16:07:52,"36.213724, 43.988080"
1056,77,2025-05-23 20:53:28,"36.112146, 43.953925"
999,31,2025-05-21 05:15:01,"36.112146, 43.953925"
1003,5,2025-05-21 13:07:41,"36.213724, 43.988080"
1006,5,2025-05-21 19:07:43,"36.213724, 43.988080"
1009,90,2025-05-21 23:45:24,"36.112146, 43.953925"
1027,4,2025-05-22 01:07:44,"36.213724, 43.988080"
1030,78,2025-05-22 05:53:18,"36.112146, 43.953925"
1033,4,2025-05-22 10:07:46,"36.213724, 43.988080"
1036,79,2025-05-22 14:53:20,"36.112146, 43.953925"
1039,3,2025-05-22 19:07:48,"36.213724, 43.988080"
1042,79,2025-05-22 23:53:22,"36.112146, 43.953925"
1045,3,2025-05-23 04:07:49,"36.213724, 43.988080"
1048,78,2025-05-23 08:53:24,"36.112146, 43.953925"
1051,3,2025-05-23 13:07:51,"36.213724, 43.988080"
1054,77,2025-05-23 17:53:27,"36.112146, 43.953925"
995,4,2025-05-20 22:07:38,"36.213724, 43.988080"
